,A_name,A_code,B_name,B_code,t,p,crit_value_1,crit_value_5,crit_value_10,flag
27,红塔证券,601236.SH,锦龙股份,000712.SZ,-3.8426401288702463,0.002499972039708354,-3.456780859712,-2.8731715065600003,-2.572968544,True
28,红塔证券,601236.SH,申万宏源,000166.SZ,-3.32443895190508,0.013820774828335996,-3.456780859712,-2.8731715065600003,-2.572968544,True
29,红塔证券,601236.SH,天风证券,601162.SH,-3.7784934097710736,0.0031351813393517705,-3.457437824930831,-2.873459364726563,-2.573122099570008,True
30,红塔证券,601236.SH,招商证券,600999.SH,-3.215021658827436,0.019131466749209427,-3.4575505077947746,-2.8735087323013526,-2.573148434859185,True
31,红塔证券,601236.SH,太平洋,601099.SH,-3.3285555349969145,0.013649304819915468,-3.456780859712,-2.8731715065600003,-2.572968544,True
32,红塔证券,601236.SH,华安证券,600909.SH,-3.7956976541646914,0.0029516416266935305,-3.456780859712,-2.8731715065600003,-2.572968544,True
33,红塔证券,601236.SH,国投资本,600061.SH,-3.671004997376233,0.004539980917349357,-3.4568881317725864,-2.8732185133016057,-2.5729936189738876,True
34,红塔证券,601236.SH,国元证券,000728.SZ,-3.311759962771494,0.01436091803043897,-3.457215237265747,-2.873361841566324,-2.5730700760129555,True
35,红塔证券,601236.SH,东方财富,300059.SZ,-3.826972191008118,0.0026431009971019893,-3.456780859712,-2.8731715065600003,-2.572968544,True
36,红塔证券,601236.SH,山西证券,002500.SZ,-3.2671734426617856,0.016411124138627303,-3.457437824930831,-2.873459364726563,-2.573122099570008,True
37,红塔证券,601236.SH,中国银河,601881.SH,-3.2570695862760504,0.016909973274397444,-3.457105309726321,-2.873313676101283,-2.5730443824681606,True
38,红塔证券,601236.SH,中信建投,601066.SH,-1.1504511289949986,0.6945392941261372,-3.4569962781990573,-2.8732659015936024,-2.573018897632674,False
39,红塔证券,601236.SH,国盛金控,002670.SZ,-3.148179018332666,0.023187155542965365,-3.456780859712,-2.8731715065600003,-2.572968544,True
40,红塔证券,601236.SH,东吴证券,601555.SH,-3.134237703628669,0.024121030746393702,-3.4577787098622674,-2.873608704758507,-2.573201765981991,True
41,红塔证券,601236.SH,华泰证券,601688.SH,-4.53024391272369,0.00017332301958299565,-3.456780859712,-2.8731715065600003,-2.572968544,True
42,红塔证券,601236.SH,西部证券,002673.SZ,-3.0761323081524257,0.028370670924444768,-3.457215237265747,-2.873361841566324,-2.5730700760129555,True
43,红塔证券,601236.SH,第一创业,002797.SZ,-3.1240890033253965,0.02482109838585467,-3.457215237265747,-2.873361841566324,-2.5730700760129555,True
44,红塔证券,601236.SH,浙商证券,601878.SH,-4.325724904708777,0.00040078917662044204,-3.456780859712,-2.8731715065600003,-2.572968544,True
45,中信证券,600030.SH,红塔证券,601236.SH,-3.8450620414313965,0.0024784968885303497,-3.4569962781990573,-2.8732659015936024,-2.573018897632674,True
46,中信证券,600030.SH,财通证券,601108.SH,-1.3301219539670703,0.6152813210167817,-3.4441920863262863,-2.8676439813617147,-2.570021186703601,False
47,中信证券,600030.SH,光大证券,601788.SH,-1.429079770592417,0.568258269177969,-3.444250937448703,-2.867669873870454,-2.5700349866579657,False
48,中信证券,600030.SH,长江证券,000783.SZ,-1.5203018986393149,0.5234454458002429,-3.4442214494657586,-2.8676569002144148,-2.5700280720682227,False
49,中信证券,600030.SH,华林证券,002945.SZ,-2.7149234721358146,0.07149126644344814,-3.4486972813047574,-2.8696246923288418,-2.571077032068342,False
50,中信证券,600030.SH,海通证券,600837.SH,-0.4948149092656924,0.893024366747504,-3.4442214494657586,-2.8676569002144148,-2.5700280720682227,False
