,A_name,A_code,B_name,B_code,t,p,crit_value_1,crit_value_5,crit_value_10,flag
394,中原证券,601375.SH,国元证券,000728.SZ,-2.7110282588006434,0.07214926346342104,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,False
395,中原证券,601375.SH,东方财富,300059.SZ,-1.4151458104632306,0.574993874659046,-3.4437936797256317,-2.867468682890213,-2.5699277594606915,False
396,中原证券,601375.SH,山西证券,002500.SZ,-3.0232467006924404,0.03277974646152727,-3.4437936797256317,-2.867468682890213,-2.5699277594606915,True
397,中原证券,601375.SH,中国银河,601881.SH,-2.1226956600434446,0.23548702454071174,-3.4436840273842058,-2.8674204319994674,-2.5699020441557052,False
398,中原证券,601375.SH,中信建投,601066.SH,0.12210605680670147,0.9675383685034513,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,False
399,中原证券,601375.SH,国盛金控,002670.SZ,-2.950766971821634,0.03975500636009183,-3.4436840273842058,-2.8674204319994674,-2.5699020441557052,True
400,中原证券,601375.SH,东吴证券,601555.SH,-1.7590440986544815,0.40097623999569854,-3.4440471158221206,-2.867580197120949,-2.5699871918402777,False
401,中原证券,601375.SH,华泰证券,601688.SH,-2.779218320755164,0.06130414751522987,-3.4436298692815304,-2.867396599893435,-2.5698893429241916,False
402,中原证券,601375.SH,西部证券,002673.SZ,-2.6400476374616724,0.08499944012353355,-3.4437112724287253,-2.8674324209387345,-2.569908433637385,False
403,中原证券,601375.SH,第一创业,002797.SZ,-0.752747736035169,0.8326097171033178,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,False
404,中原证券,601375.SH,浙商证券,601878.SH,-0.8018547617201729,0.8185766381775792,-3.4437936797256317,-2.867468682890213,-2.5699277594606915,False
405,东兴证券,601198.SH,红塔证券,601236.SH,-3.9182919760670476,0.0019042772276833889,-3.456780859712,-2.8731715065600003,-2.572968544,True
406,东兴证券,601198.SH,中信证券,600030.SH,-1.7920084678836885,0.384436423452298,-3.4439333076538854,-2.8675301216074414,-2.56996050355167,False
407,东兴证券,601198.SH,财通证券,601108.SH,-3.0849784978600105,0.027685004258041792,-3.4437386290417082,-2.867444458865948,-2.5699148492415413,True
408,东兴证券,601198.SH,光大证券,601788.SH,-1.734265110246082,0.41355010672055537,-3.4437386290417082,-2.867444458865948,-2.5699148492415413,False
409,东兴证券,601198.SH,长江证券,000783.SZ,-3.3424883243992496,0.013082830729228298,-3.4436568932270095,-2.8674084917497074,-2.5698956806372832,True
410,东兴证券,601198.SH,华林证券,002945.SZ,-3.352159091692485,0.012701977669634034,-3.448645946352023,-2.869602139060357,-2.5710650077160495,True
411,东兴证券,601198.SH,海通证券,600837.SH,-2.515344263999984,0.1117853974684806,-3.4436840273842058,-2.8674204319994674,-2.5699020441557052,False
412,东兴证券,601198.SH,东北证券,000686.SZ,-3.7492795907655156,0.0034710329735919837,-3.4437112724287253,-2.8674324209387345,-2.569908433637385,True
413,东兴证券,601198.SH,中原证券,601375.SH,-3.323618139499348,0.013855191262668525,-3.4436568932270095,-2.8674084917497074,-2.5698956806372832,True
414,东兴证券,601198.SH,南京证券,601990.SH,-1.5834795008359404,0.49188677951327275,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,False
415,东兴证券,601198.SH,西南证券,600369.SH,-3.989950682142483,0.0014640562780503714,-3.443905150512834,-2.867517732199813,-2.569953900520778,True
416,东兴证券,601198.SH,东方证券,600958.SH,-3.7501722196912333,0.0034603001845334544,-3.4437112724287253,-2.8674324209387345,-2.569908433637385,True
417,东兴证券,601198.SH,国信证券,002736.SZ,-2.6495789934137,0.08317699566197129,-3.4436840273842058,-2.8674204319994674,-2.5699020441557052,False
418,东兴证券,601198.SH,哈投股份,600864.SH,-3.288678762378504,0.015392181111053041,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,True
419,东兴证券,601198.SH,华创阳安,600155.SH,-2.4592835645048203,0.12569790560183153,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,False
420,东兴证券,601198.SH,兴业证券,601377.SH,-3.5368479565962443,0.007089680463985493,-3.4436568932270095,-2.8674084917497074,-2.5698956806372832,True
421,东兴证券,601198.SH,方正证券,601901.SH,-2.960024958723572,0.03879998307359288,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,True
422,东兴证券,601198.SH,中银证券,601696.SH,-3.315302501131815,0.01420815613609245,-3.502704609582561,-2.8931578098779522,-2.583636712914788,True
423,东兴证券,601198.SH,国金证券,600109.SH,-1.8400057456809327,0.360788506258897,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,False
424,东兴证券,601198.SH,国海证券,000750.SZ,-3.2806299591411445,0.015766832194491466,-3.443849184997939,-2.8674931065091105,-2.569940776113236,True
425,东兴证券,601198.SH,长城证券,002939.SZ,-2.5710720697397718,0.09912467909482453,-3.446205926287236,-2.8685297226414734,-2.570493298011322,False
426,东兴证券,601198.SH,中泰证券,600918.SH,-1.309829971780356,0.6246631760771998,-3.769732625845229,-3.005425537190083,-2.6425009917355373,False
427,东兴证券,601198.SH,华西证券,002926.SZ,-3.347025724364323,0.012902897771676938,-3.4436840273842058,-2.8674204319994674,-2.5699020441557052,True
428,东兴证券,601198.SH,广发证券,000776.SZ,-3.5085437818752707,0.007770363721064867,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,True
429,东兴证券,601198.SH,哈高科,600095.SH,-1.508425632613203,0.5293392576372777,-3.443905150512834,-2.867517732199813,-2.569953900520778,False
430,东兴证券,601198.SH,华鑫股份,600621.SH,-0.42309623865545537,0.9061705262340625,-3.4436840273842058,-2.8674204319994674,-2.5699020441557052,False
431,东兴证券,601198.SH,国泰君安,601211.SH,-3.670736709399124,0.004544112410793475,-3.4436298692815304,-2.867396599893435,-2.5698893429241916,True
432,东兴证券,601198.SH,锦龙股份,000712.SZ,-2.574752561486446,0.09832847499532171,-3.4437386290417082,-2.867444458865948,-2.5699148492415413,False
